gender,age
female,28
male,39
male,37
female,35
female,38
female,40
male,30
female,36
male,49
male,58
male,58
male,36
male,48
male,38
male,37
female,39
male,39
female,25
male,67
male,30
female,28
female,30
male,45
male,68
female,36
male,37
female,29
male,30
male,28
male,36
male,36
female,36
male,37
male,29
female,48
male,37
female,15
male,45
male,27
male,47
male,40
male,27
male,29
male,48
female,39
male,37
male,40
male,36
male,35
male,28
male,29
male,46
male,46
male,37
female,36
male,37
male,29
male,30
female,37
male,36
male,29
male,39
male,27
male,36
male,50
male,39
female,56
female,39
male,38
female,40
male,50
female,28
male,79
female,39
male,28
male,49
male,38
male,40
female,36
male,45
male,35
male,78
male,35
male,38
male,40
male,48
male,96
male,26
male,29
male,26
male,25
male,25
male,45
male,27
male,50
male,25
male,40
male,36
male,50
male,30
male,39
male,30
female,37
male,35
male,39
male,37
male,38
male,39
male,26
male,35
male,38
female,40
male,37
male,35
female,45
male,48
female,35
male,46
male,37
female,18
male,29
male,26
male,38
male,40
male,37
male,40
male,40
male,37
female,45
male,56
female,37
female,37
male,49
female,40
male,37
male,36
male,27
female,26
male,28
male,49
male,49
male,60
female,29
male,37
male,37
female,29
male,49
female,27
male,36
female,47
male,37
male,39
male,69
male,45
female,48
female,36
female,60
male,39
male,39
male,57
male,55
male,35
male,37
female,35
male,46
male,39
female,37
male,38
female,39
male,36
female,39
male,40
male,40
male,50
male,36
male,37
male,35
male,38
male,35
female,49
female,36
female,30
male,27
male,40
male,38
female,35
male,40
male,35
male,57
male,49
male,45
male,56
female,28
male,47
male,36
male,25
male,39
male,48
male,35
female,37
male,39
male,29
male,30
male,37
female,56
male,58
male,38
female,80
female,39
female,35
male,36
female,30
male,40
male,55
male,35
male,38
female,39
male,38
female,35
male,45
male,29
male,56
male,56
female,50
male,36
female,57
female,47
male,40
female,40
male,58
male,46
male,37
female,26
male,39
male,20
male,36
male,48
male,50
male,25
male,37
male,16
male,46
female,45
male,26
female,28
male,17
female,48
male,35
male,40
male,49
male,26
male,45
male,37
male,35
male,37
female,28
male,30
male,36
male,47
male,37
male,46
male,38
male,35
male,40
male,35
male,37
female,37
female,47
male,49
female,27
male,37
male,30
male,37
male,67
male,38
male,35
female,47
male,40
male,45
male,36
male,30
male,37
male,36
male,25
male,35
male,27
male,37
female,37
male,38
male,36
female,28
male,30
male,35
male,40
female,45
male,65
male,45
male,49
male,35
male,40
male,48
male,38
male,39
male,46
male,38
female,37
female,40
male,47
male,38
male,57
male,35
female,38
female,28
male,55
male,39
female,30
male,45
female,45
male,37
female,65
male,80
male,28
male,35
male,26
male,48
male,30
male,40
female,39
female,45
female,35
male,47
male,35
male,35
male,47
male,25
male,30
female,25
male,48
male,30
male,38
male,40
male,38
male,27
female,45
male,28
male,38
male,38
male,35
male,29
male,47
male,37
male,58
male,28
male,30
female,57
male,28
female,40
male,28
male,50
male,38
male,40
female,30
male,35
male,36
female,35
female,36
male,37
male,40
female,45
male,39
male,58
male,50
male,45
male,35
male,27
female,36
female,46
female,37
male,48
male,57
male,37
male,48
male,27
male,39
male,36
male,38
male,38
male,67
female,38
female,47
male,37
male,67
male,30
male,39
male,36
male,40
male,39
female,30
male,65
male,36
male,26
male,28
male,40
male,37
male,45
male,37
male,25
male,45
male,29
male,40
male,36
male,28
female,40
male,36
male,28
female,50
male,35
male,29
male,50
male,59
male,36
male,38
male,70
male,40
male,40
female,36
female,39
female,38
male,36
male,45
female,45
female,46
female,39
female,35
female,35
male,36
female,36
male,39
male,48
male,37
female,48
male,65
male,37
male,36
male,46
female,36
female,36
male,37
male,29
female,36
female,45
male,28
male,37
male,35
male,47
male,40
male,55
female,25
female,29
male,55
female,46
male,35
female,29
female,36
male,37
male,40
male,35
male,47
male,50
male,40
male,36
male,35
male,35
female,35
female,50
male,35
male,40
male,60
female,37
male,36
female,37
male,37
male,40
male,38
female,38
male,39
male,30
male,35
male,35
female,48
male,37
male,50
male,37
male,27
male,38
male,46
female,29
male,36
male,48
male,67
male,39
female,36
male,35
female,25
male,50
female,26
male,30
male,36
male,28
male,37
male,38
male,40
male,37
male,39
male,50
male,40
male,39
male,28
male,46
male,29
female,35
female,25
female,39
male,40
female,36
male,45
male,46
male,36
male,30
female,39
female,60
male,38
female,56
female,48
male,70
male,28
male,36
male,50
female,35
male,38
male,36
male,46
male,40
male,37
male,37
male,48
male,29
female,39
male,45
male,57
female,37
female,38
male,35
male,38
female,45
female,49
male,48
male,36
female,38
male,39
male,38
male,79
female,39
female,50
male,36
male,39
female,30
male,45
male,48
male,39
male,45
male,26
male,18
male,27
female,36
male,38
male,25
male,28
female,30
male,29
female,27
male,37
male,35
female,29
male,37
male,27
male,29
male,38
female,28
male,29
male,65
male,25
male,40
female,39
male,38
female,58
male,40
male,36
male,38
male,30
male,49
male,48
female,38
male,35
female,38
female,47
male,48
male,36
male,40
male,48
male,37
male,45
male,45
female,39
female,36
female,40
female,36
male,45
male,30
male,36
female,35
female,27
male,35
male,38
male,38
male,95
male,38
male,48
female,38
male,45
male,37
male,48
male,35
male,35
male,19
male,36
male,25
male,37
male,38
female,29
male,30
male,37
female,26
male,68
male,36
male,39
male,39
male,36
female,30
male,29
female,36
female,36
female,35
male,46
male,46
male,39
male,29
male,37
male,48
male,36
male,48
male,36
female,30
male,47
female,46
female,46
male,50
male,35
male,48
male,55
male,29
male,48
male,36
male,35
female,40
male,40
male,45
male,35
male,65
male,36
male,47
female,47
female,100
male,37
female,35
male,40
female,37
female,46
male,56
male,37
female,38
male,37
male,30
male,18
male,20
male,55
male,35
female,47
female,20
male,46
male,65
male,56
male,36
male,46
female,26
male,28
female,45
male,29
male,39
male,35
male,28
male,25
male,25
male,40
male,37
male,27
male,36
female,28
male,40
male,49
female,30
female,29
male,36
male,35
female,35
male,40
female,38
female,30
male,30
male,36
female,37
male,55
male,40
male,36
female,37
male,55
female,37
male,39
male,38
female,30
male,35
male,38
male,45
male,50
male,38
male,49
male,45
male,36
female,35
male,40
female,37
male,37
male,65
male,35
female,36
male,39
male,55
male,35
male,37
male,37
male,70
male,37
female,30
female,37
male,38
male,30
male,38
female,65
male,47
male,50
male,37
male,35
female,28
male,47
male,38
male,47
male,60
male,38
male,38
female,27
male,30
male,36
male,35
male,26
female,39
male,45
male,37
male,35
male,40
male,36
male,38
female,28
female,28
male,29
male,38
male,26
male,38
male,27
male,35
male,47
male,30
female,38
male,40
female,37
male,38
female,36
male,47
female,35
male,39
male,50
male,35
male,58
male,45
male,39
female,35
male,45
male,46
male,39
male,37
male,48
male,39
male,48
male,36
female,37
male,29
male,45
male,48
male,55
male,48
female,39
male,46
male,38
male,48
female,47
male,36
male,35
male,29
female,37
male,36
female,38
male,46
male,38
female,38
male,36
female,35
male,37
male,37
female,36
male,39
male,26
female,37
female,39
male,37
male,36
male,36
male,106
male,38
male,35
male,47
female,26
male,37
male,26
male,35
male,30
male,36
male,48
male,35
female,36
male,38
male,39
male,28
male,47
female,37
male,79
male,35
male,35
male,37
male,37
male,38
male,37
male,50
male,35
female,46
female,29
male,45
male,35
female,29
male,40
male,47
male,37
male,38
male,40
male,60
male,40
male,40
male,37
male,46
male,57
male,38
male,47
male,38
male,47
male,47
male,39
male,40
male,35
female,38
female,55
male,38
male,38
male,45
female,65
female,29
female,28
male,37
male,27
male,45
male,35
male,37
male,39
male,55
female,26
male,30
male,30
female,36
male,38
male,36
male,60
male,75
female,48
male,40
male,39
female,28
female,35
male,30
male,45
male,45
female,29
male,36
male,30
female,36
male,47
male,37
female,29
female,30
female,27
male,56
male,35
male,27
female,29
male,38
male,36
male,29
male,35
male,30
female,55
male,38
male,35
male,36
male,36
male,46
male,36
male,35
male,47
female,45
female,37
male,35
female,30
female,47
female,37
male,49
female,39
male,39
male,35
male,30
female,30
male,30
male,30
female,28
male,30
male,36
male,30
male,39
male,57
male,36
male,37
male,38
female,49
male,36
male,56
male,47
female,48
female,28
male,28
male,38
female,36
male,37
male,27
male,29
female,36
male,30
male,35
male,39
female,30
male,106
male,46
male,35
male,29
male,28
female,28
male,39
female,60
female,35
male,40
male,35
male,28
male,40
female,28
female,39
female,49
male,36
male,30
male,36
male,59
male,40
male,45
male,35
male,40
male,39
female,28
female,50
male,58
female,29
male,39
male,40
male,37
male,36
male,37
male,37
female,36
male,49
female,55
female,37
male,36
male,39
male,48
female,39
female,29
male,38
male,48
female,35
female,30
male,38
female,40
male,58
male,48
male,65
male,38
male,35
female,48
male,36
male,45
male,107
male,38
male,47
male,56
female,19
male,40
male,20
male,49
male,30
male,38
female,30
male,26
male,20
male,28
male,29
male,36
female,28
female,27
male,26
female,28
female,26
female,37
female,45
male,39
male,49
female,37
male,39
male,38
male,39
female,25
male,38
male,49
female,26
female,27
male,39
male,37
male,28
male,28
male,48
male,38
male,40
male,37
male,29
male,30
female,29
male,38
female,40
female,38
female,46
male,28
female,37
male,49
male,38
male,47
male,55
male,36
male,38
male,48
male,36
male,99
male,47
male,20
male,56
female,29
male,49
male,47
male,40
male,45
female,37
male,35
male,40
male,48
female,36
female,49
female,27
male,40
male,56
male,37
male,30
male,37
male,50
male,28
male,45
male,36
male,35
female,58
male,27
male,49
male,47
male,25
male,38
male,25
male,39
male,50
male,39
male,38
male,40
male,36
female,29
male,38
female,47
female,28
male,37
male,40
male,40
male,35
female,30
male,30
female,28
male,35
male,39
male,35
male,37
male,35
female,55
male,40
male,38
female,36
male,37
female,39
male,38
male,39
male,38
male,47
male,58
male,38
male,49
male,30
male,36
male,40
male,48
female,40
male,38
male,37
male,39
female,56
male,38
male,47
male,37
female,35
male,38
male,45
male,36
male,40
male,56
male,45
female,36
male,47
male,39
male,37
male,58
male,45
male,37
male,46
male,38
female,36
male,38
male,27
male,55
male,67
female,40
male,35
male,37
female,19
male,60
male,38
male,35
male,35
male,26
male,37
male,55
male,38
male,38
male,36
male,59
female,26
female,25
female,45
male,36
female,26
male,40
male,40
male,35
female,39
male,46
male,39
male,36
male,29
female,46
male,29
male,35
male,28
female,55
female,39
female,36
female,35
male,48
male,39
female,38
male,35
female,35
female,36
male,26
male,47
female,45
female,47
female,30
male,45
male,38
male,37
male,56
female,36
male,46
male,37
male,68
male,40
male,49
male,68
male,40
male,37
female,37
male,55
female,29
male,60
male,35
male,49
male,40
female,45
male,30
female,36
male,38
male,25
male,20
male,36
male,36
female,37
male,56
male,38
male,30
male,47
male,30
male,50
male,35
male,36
male,40
male,38
male,35
female,26
female,36
female,38
male,47
female,39
male,35
female,36
male,29
male,46
female,59
female,35
male,48
male,38
male,35
male,40
female,110
male,57
female,38
male,36
male,36
male,36
male,49
female,55
female,29
female,27
male,40
male,38
male,30
female,26
male,30
male,58
male,40
male,35
male,40
male,30
female,38
female,30
male,40
male,48
male,39
male,47
male,37
female,40
male,40
male,46
male,35
male,39
male,37
male,37
male,47
male,35
male,26
female,30
male,48
male,36
female,28
female,36
male,70
female,29
male,47
female,35
male,50
male,38
male,37
female,58
male,50
male,36
male,26
male,28
male,26
female,90
female,45
male,39
male,36
male,49
male,35
male,49
male,48
male,37
male,48
male,40
male,49
male,27
male,39
male,35
male,26
male,36
female,49
male,38
female,37
female,29
male,35
male,38
female,39
male,40
male,29
male,40
male,40
female,59
female,47
female,36
female,29
male,45
male,45
male,60
male,45
male,49
male,47
male,47
female,50
male,50
female,37
female,45
male,49
male,35
male,60
male,45
female,36
male,30
male,70
male,40
female,36
male,58
male,46
female,46
male,39
male,38
female,38
male,38
male,39
male,59
male,39
male,38
male,25
male,39
male,39
male,50
female,46
female,28
male,37
male,29
male,25
male,37
female,29
male,28
male,29
male,37
male,50
female,37
male,36
female,19
female,50
female,27
female,38
male,48
female,37
female,29
female,35
male,27
female,27
female,28
male,35
male,30
male,40
female,30
male,30
female,27
male,26
male,49
female,38
male,38
male,27
male,40
male,49
male,35
male,37
female,29
male,46
female,35
male,39
male,46
male,30
male,46
male,39
female,40
female,37
male,35
female,36
male,46
male,36
male,35
female,38
male,35
male,39
male,35
male,55
female,38
male,46
male,40
female,60
male,36
female,47
male,59
male,47
male,36
male,39
male,46
male,77
female,39
male,48
male,36
male,36
female,48
male,29
male,30
male,35
male,65
male,67
male,36
male,35
male,20
male,30
male,30
male,37
male,16
female,37
male,39
male,26
female,45
male,38
male,38
male,66
male,58
male,35
male,35
male,29
male,37
female,25
male,40
male,36
male,46
male,28
female,27
male,29
male,40
male,45
male,56
male,48
male,38
male,47
male,36
male,30
male,60
male,49
male,37
male,49
female,39
male,59
male,45
female,25
male,50
female,20
male,38
male,46
male,35
female,37
male,28
male,38
male,35
female,50
male,36
female,57
female,37
male,38
male,48
male,38
male,46
male,39
female,36
female,40
male,38
male,38
male,38
male,38
male,37
male,35
male,45
male,37
male,56
male,45
male,37
male,47
male,37
male,37
male,40
male,37
male,47
male,57
male,37
male,60
male,35
male,45
male,39
male,47
male,40
male,37
male,36
male,48
male,36
male,39
male,59
male,39
female,37
male,26
male,58
male,45
male,46
male,40
female,38
male,59
male,30
male,65
female,29
male,25
male,25
male,40
male,35
female,28
male,47
male,37
female,38
male,40
female,29
male,38
male,49
male,46
female,37
male,30
female,30
female,38
female,47
female,39
male,30
male,35
male,47
male,35
male,45
male,39
female,27
female,27
male,30
male,27
male,28
female,37
female,37
male,47
male,40
male,35
male,49
female,28
male,36
male,39
male,55
female,48
male,30
male,107
male,35
male,56
male,28
female,37
male,36
male,50
male,36
female,36
male,28
male,49
female,48
male,39
male,29
male,46
male,35
male,38
male,38
male,57
female,37
male,30
female,37
male,36
male,27
male,45
female,38
male,35
male,30
male,30
female,40
male,36
female,50
female,35
male,35
male,35
male,35
female,38
male,37
female,46
male,95
male,28
female,35
male,46
male,38
female,37
male,50
male,47
female,40
male,37
male,39
male,57
male,37
male,35
male,38
female,19
male,28
male,47
female,37
male,26
male,55
male,29
male,30
male,38
male,39
male,78
male,37
female,30
female,36
male,40
male,45
female,25
male,28
female,29
female,30
male,36
female,18
female,36
male,38
male,25
male,38
male,47
male,35
male,39
male,48
male,28
male,30
male,37
female,25
male,35
male,38
male,48
male,35
female,27
female,107
male,27
female,26
male,45
male,30
male,27
male,37
female,27
female,28
male,27
male,25
male,28
male,39
male,50
male,55
male,45
male,45
female,27
female,30
male,28
female,30
male,38
male,49
male,36
male,29
female,30
male,40
female,39
male,45
female,30
male,47
male,35
male,39
male,48
male,45
male,56
male,28
male,37
male,39
male,36
female,36
male,35
male,25
female,35
male,40
male,45
female,35
male,37
male,58
female,39
male,47
male,67
female,37
male,36
female,36
male,38
male,46
female,38
male,45
female,48
male,57
female,35
male,38
male,37
male,60
male,39
female,37
female,27
female,35
male,30
female,35
male,29
female,38
male,35
male,25
male,35
male,56
male,45
male,29
male,45
male,30
male,36
male,19
male,38
male,36
male,40
male,36
male,30
female,98
female,25
male,36
male,36
male,45
male,39
female,37
male,38
male,57
male,40
male,35
male,40
male,37
male,36
female,36
male,26
male,36
female,36
female,36
male,35
female,27
female,38
male,38
male,29
female,35
female,29
female,27
male,39
male,38
male,36
female,28
male,26
female,35
male,29
male,40
male,36
female,29
male,39
male,111
male,37
female,26
male,38
male,36
female,50
male,47
female,38
male,40
female,35
male,35
male,35
male,40
male,37
male,40
male,28
female,36
male,88
male,29
male,45
male,35
male,65
female,46
female,37
male,27
male,48
male,55
female,37
female,29
male,35
male,49
male,39
female,37
male,38
male,35
male,40
female,36
male,37
female,28
male,55
male,35
male,49
male,36
female,30
male,45
female,30
male,29
male,29
female,38
male,26
female,39
male,45
male,55
male,30
male,37
male,25
female,30
male,55
male,40
male,25
male,25
male,38
male,27
male,35
male,36
male,69
male,27
male,25
male,38
male,40
female,30
male,37
female,28
male,30
male,27
male,28
female,46
male,38
male,39
male,29
female,27
male,35
male,28
male,35
male,45
male,30
female,39
female,28
male,59
male,29
male,45
male,58
male,49
male,46
male,40
male,36
female,35
male,39
male,38
male,35
male,36
male,29
male,46
male,50
male,46
female,39
male,38
male,47
female,35
male,38
male,55
male,45
female,26
male,40
male,27
female,45
male,50
male,36
male,46
male,46
male,45
female,30
male,38
male,37
male,46
male,35
male,35
male,39
male,35
male,30
male,30
male,38
male,37
male,37
male,36
female,55
male,36
male,25
female,35
male,27
male,36
male,28
male,47
male,30
male,28
male,38
male,57
male,29
female,20
male,38
male,40
female,30
male,47
female,29
male,40
male,36
male,66
male,35
male,25
male,27
male,107
female,35
male,35
male,37
male,45
male,36
male,37
male,55
female,40
female,27
male,50
male,29
female,36
male,28
male,37
female,38
female,48
male,36
female,29
male,40
male,37
male,35
male,35
male,46
male,37
female,36
male,45
male,37
male,37
female,30
male,38
male,50
male,38
male,37
male,39
male,25
male,66
male,45
male,38
male,68
female,35
male,37
male,29
male,29
male,35
female,69
male,40
male,35
male,69
male,40
male,39
male,36
male,39
male,19
male,29
male,38
male,49
male,35
female,27
female,37
male,38
male,37
male,60
female,27
female,36
male,35
male,39
female,37
male,30
male,49
male,26
male,26
male,38
male,40
male,27
female,27
male,20
male,55
female,45
male,46
female,29
male,60
female,35
male,29
female,35
male,40
male,49
female,40
male,110
female,35
male,37
female,36
female,29
male,29
female,49
male,29
male,46
male,35
male,29
male,46
male,39
male,29
male,36
female,37
male,35
male,35
male,39
male,40
male,39
male,45
male,50
female,59
female,65
male,39
male,58
male,40
male,46
male,75
male,30
male,25
male,39
male,28
male,28
male,35
female,35
female,38
female,45
male,47
male,30
male,27
male,49
male,47
male,38
male,46
male,38
male,109
male,58
female,28
male,25
male,36
female,55
male,45
male,26
male,36
male,38
female,30
male,46
female,36
male,30
male,36
female,36
male,40
male,36
male,48
female,36
male,40
female,45
male,50
male,35
female,29
male,35
male,37
male,55
male,35
male,40
male,79
female,30
male,36
male,38
male,39
male,60
male,35
male,30
male,39
male,37
male,28
male,50
female,37
male,35
male,45
female,49
female,47
female,29
male,40
male,35
male,39
male,36
male,69
male,39
female,30
male,58
male,57
male,58
male,37
male,46
male,40
female,39
male,30
male,48
male,47
female,58
male,35
male,35
male,38
female,36
female,38
male,45
male,35
male,48
male,46
male,39
male,46
male,56
male,47
male,65
male,40
male,67
female,35
male,30
male,36
female,47
male,46
female,36
female,47
male,37
male,46
male,39
male,35
male,30
female,40
male,40
male,18
female,30
male,29
male,25
male,27
female,36
male,30
male,39
female,26
female,35
male,47
female,28
male,37
male,27
male,39
male,27
male,38
female,38
male,29
male,58
female,26
female,28
male,27
male,46
female,35
male,56
male,39
male,27
male,39
male,37
male,59
male,37
male,45
male,60
male,40
male,29
female,37
female,35
female,47
male,16
male,50
male,37
male,37
male,35
male,30
male,38
male,37
male,46
male,45
female,30
male,35
male,39
male,65
male,36
female,36
female,38
male,37
male,30
male,36
male,37
male,37
female,29
female,40
male,35
female,39
female,39
female,40
female,37
male,37
male,48
male,48
male,29
male,67
male,37
female,50
male,46
female,37
male,25
female,36
male,37
male,46
male,39
male,25
male,58
male,50
male,36
male,38
male,36
female,40
female,36
male,45
male,37
male,38
female,50
female,48
female,35
male,28
male,38
female,27
male,38
male,25
female,25
male,45
male,57
male,36
female,107
female,38
male,36
male,39
male,38
male,29
male,37
male,30
male,49
male,49
male,28
male,37
male,39
male,39
female,25
male,47
male,28
male,35
male,40
male,37
male,36
male,109
female,38
male,47
male,46
female,29
male,40
male,36
male,50
male,55
male,77
male,35
female,50
male,58
female,38
female,38
male,35
male,30
male,37
female,40
male,35
female,35
female,36
male,28
male,55
male,35
male,40
male,40
male,38
male,38
male,47
female,40
male,37
male,45
male,35
male,46
female,26
female,29
male,29
female,48
male,36
female,40
female,26
male,35
male,39
male,58
male,40
female,30
male,29
male,35
female,29
male,37
female,35
male,38
male,27
male,58
female,29
male,35
female,28
female,37
female,30
male,40
male,57
female,47
male,27
female,49
male,49
male,29
male,36
male,35
male,29
male,45
male,36
male,46
male,57
male,48
male,36
male,25
male,38
female,37
female,36
male,36
female,38
male,39
male,25
male,35
male,36
male,39
female,49
male,35
female,28
male,47
male,35
female,36
male,29
male,40
male,58
female,30
male,45
female,39
male,36
male,37
male,40
male,35
male,55
male,65
female,30
male,40
male,36
male,37
male,55
female,49
female,26
female,36
female,90
male,46
male,29
male,49
male,35
female,37
male,39
female,28
female,36
male,39
female,38
male,28
male,47
female,40
female,38
male,58
male,36
female,46
female,36
female,36
male,47
male,39
male,39
male,36
male,36
female,35
male,49
male,55
male,39
male,47
female,35
male,35
male,47
male,40
female,27
male,36
male,28
male,36
male,68
male,45
male,77
female,38
female,47
male,48
male,39
male,28
male,35
male,35
female,38
female,40
male,46
male,37
male,27
male,35
male,37
male,46
male,70
male,48
male,46
male,36
male,66
male,39
male,27
female,29
male,37
male,30
female,46
male,25
male,30
female,38
male,39
male,69
male,40
female,26
male,25
male,26
male,28
male,35
male,38
male,39
male,35
female,45
male,56
male,40
male,35
male,40
male,38
female,35
male,28
male,47
female,35
female,46
male,35
female,35
female,28
male,60
male,35
female,45
male,37
male,39
male,37
female,45
male,48
female,35
male,35
male,38
male,58
male,40
female,37
male,49
female,29
male,67
male,59
male,29
male,40
male,40
female,67
male,65
male,38
male,39
female,37
female,35
male,46
female,30
male,38
male,38
male,38
male,36
female,39
male,37
male,45
male,40
male,50
male,48
female,30
male,36
male,55
male,45
male,50
male,36
male,35
female,30
female,47
male,38
male,55
male,36
male,49
male,37
male,48
male,29
female,37
male,40
male,35
male,38
male,100
male,55
female,36
female,39
male,56
male,39
female,35
male,27
female,45
male,40
male,25
male,40
male,30
male,50
male,35
female,37
male,36
female,35
female,50
male,30
male,67
male,14
male,45
male,29
male,29
male,16
male,38
female,39
male,36
male,49
male,36
male,35
male,57
male,30
male,27
male,28
male,35
female,29
male,26
male,66
male,30
female,36
male,37
male,26
male,29
male,38
male,36
female,37
male,30
male,40
female,39
male,49
male,30
female,30
male,60
male,40
male,36
male,49
male,35
male,38
male,36
female,38
female,38
male,28
male,35
female,39
male,37
female,28
male,30
male,36
female,47
male,27
male,30
female,36
male,38
female,36
male,36
male,46
female,35
female,37
male,47
female,30
male,45
female,37
male,35
male,45
male,37
male,45
female,36
male,59
male,66
male,40
male,58
male,40
male,37
male,47
male,45
male,36
male,29
male,25
male,35
male,48
male,35
male,46
male,35
male,37
male,40
female,38
male,36
male,38
male,35
male,58
male,28
male,45
male,18
male,60
male,40
female,29
male,17
male,35
male,37
female,48
female,26
male,28
male,49
male,36
male,58
male,27
female,35
female,46
female,27
male,36
male,37
male,29
male,35
male,35
male,35
male,35
male,29
male,36
male,29
male,39
male,46
female,45
male,48
male,37
male,26
male,36
male,36
male,37
male,25
male,47
female,36
male,50
male,38
male,37
male,35
male,36
male,39
male,40
male,50
male,29
female,25
female,29
male,30
male,37
male,37
male,35
male,40
male,35
female,36
male,38
male,30
male,58
male,36
male,35
male,36
male,38
male,36
female,27
male,28
female,29
male,38
male,26
male,35
male,40
female,35
male,36
male,40
male,36
male,35
male,36
female,37
male,40
female,68
male,46
male,67
male,36
male,39
male,90
male,95
male,37
male,40
male,35
male,49
female,36
female,29
male,46
male,35
male,48
male,35
male,29
male,30
male,36
male,46
male,46
male,45
female,28
female,38
male,35
male,67
female,30
male,29
male,18
female,36
male,39
male,16
male,58
male,30
male,35
female,36
female,37
female,47
male,48
male,26
male,36
male,49
male,28
male,37
male,30
female,30
male,37
male,55
female,35
male,39
male,47
female,45
male,36
male,38
female,45
male,46
male,39
male,36
male,35
male,38
male,36
female,59
male,47
female,45
male,57
male,29
male,38
male,35
male,36
male,58
male,48
male,30
male,37
male,35
male,39
male,35
male,40
male,58
male,37
male,35
male,48
male,95
female,48
male,37
male,48
female,45
male,40
female,36
male,48
male,55
male,48
male,27
female,48
female,49
male,39
male,35
male,37
male,37
male,38
female,37
male,37
female,47
male,39
male,36
male,57
male,38
male,37
female,50
male,37
male,46
male,36
male,45
female,60
male,56
male,35
male,29
male,19
male,35
male,49
male,27
male,35
male,36
male,47
male,30
male,57
male,46
male,27
male,39
male,28
female,59
male,48
male,30
male,36
male,38
female,47
male,50
male,38
female,27
female,30
male,36
male,37
male,40
female,47
male,46
male,40
male,26
female,49
male,35
male,37
male,65
female,38
male,57
male,45
female,25
male,39
male,38
female,48
male,36
male,35
male,45
female,30
male,58
male,39
female,38
female,38
male,35
male,48
male,45
male,36
male,49
male,59
male,70
male,38
male,37
male,56
male,75
male,40
male,67
male,35
female,40
male,48
female,39
male,48
male,38
male,39
female,36
male,49
male,60
male,47
male,59
male,29
male,47
male,38
male,30
female,48
female,38
male,35
female,27
male,57
male,40
male,28
female,38
male,39
female,49
male,46
male,37
male,26
male,27
male,49
female,36
male,55
male,36
male,38
female,37
male,27
male,18
male,38
male,35
male,40
male,95
female,39
male,30
male,35
male,45
female,29
female,35
male,58
male,36
male,49
male,36
male,37
female,45
female,36
female,37
male,40
female,39
female,46
female,36
female,39
male,50
male,40
male,38
male,35
female,30
male,37
male,49
male,49
male,56
female,38
male,16
male,45
male,45
male,36
male,28
male,37
male,38
male,45
male,46
male,36
male,20
male,37
female,37
female,29
male,48
male,25
male,49
female,29
male,37
male,36
male,37
male,27
male,30
male,36
male,38
male,39
male,35
female,36
male,39
male,29
male,35
male,25
female,35
male,25
male,37
male,46
male,38
male,40
female,39
female,29
male,36
female,29
male,45
female,25
male,45
male,36
male,40
male,30
male,28
male,85
female,45
male,38
male,35
male,60
male,35
male,35
male,26
male,36
male,48
female,36
male,46
female,37
male,36
female,45
male,47
female,36
male,36
male,38
male,30
female,47
male,45
male,55
male,39
female,37
female,38
female,39
male,59
male,47
male,37
male,49
male,19
male,37
male,35
female,36
male,39
male,37
male,46
male,39
male,39
female,39
male,45
male,37
male,25
male,20
male,39
male,35
male,29
male,29
male,40
male,25
male,25
male,37
male,35
male,37
male,105
male,29
male,49
male,40
female,29
male,27
male,30
male,36
male,35
female,35
male,48
female,39
male,50
male,30
male,36
female,45
male,30
male,37
female,29
male,45
male,37
male,38
male,56
female,35
male,38
male,45
male,46
female,30
female,37
male,95
male,48
male,50
male,56
male,40
male,67
female,47
male,50
male,36
male,38
female,40
female,39
male,27
male,29
female,28
male,46
female,28
male,38
female,26
male,46
male,37
female,37
male,49
male,45
female,37
male,20
male,39
male,36
male,36
female,35
male,39
male,56
female,20
female,35
male,80
male,29
male,29
male,39
female,30
male,36
male,60
male,26
male,28
male,50
male,35
male,37
male,38
male,35
female,28
male,27
male,55
male,38
male,27
male,26
male,35
female,35
male,25
male,36
male,37
female,39
male,28
male,30
female,35
male,38
male,46
male,35
male,60
male,58
male,46
male,46
male,35
male,37
male,35
male,47
male,37
male,55
female,36
female,38
female,36
male,49
male,46
female,30
male,36
male,47
male,70
female,38
female,50
male,50
male,49
male,35
male,37
female,56
male,38
male,66
male,35
female,47
male,45
male,38
male,36
male,40
male,47
female,49
male,35
male,46
male,39
male,35
female,55
male,48
male,97
female,36
male,25
male,57
male,48
male,45
male,36
male,20
female,26
male,27
male,19
male,57
male,36
male,38
male,47
male,29
female,25
female,36
male,28
female,29
male,36
male,39
male,38
female,35
male,57
male,36
male,40
female,26
male,12
male,36
male,59
female,39
male,47
male,46
male,26
male,40
male,39
male,38
male,107
male,36
male,67
male,40
male,35
male,45
female,37
male,40
male,36
male,50
male,49
male,40
female,37
male,40
male,45
female,29
male,38
male,36
male,37
male,35
male,55
male,38
male,59
male,36
male,36
female,35
male,38
male,36
male,37
female,37
male,37
male,37
male,45
male,70
male,39
male,56
female,28
male,58
male,36
male,29
male,56
female,28
male,58
male,36
male,29
female,29
male,48
male,39
female,35
male,50
male,65
male,39
male,28
male,40
female,25
female,36
male,30
male,26
male,20
female,47
male,56
male,49
female,39
male,26
male,39
male,30
male,36
male,39
male,40
male,57
male,47
female,26
male,25
male,50
female,28
male,36
male,36
male,38
female,25
male,29
male,47
male,46
male,36
male,30
female,36
male,36
female,30
male,37
male,27
male,40
male,45
male,35
male,36
male,37
male,40
male,65
female,27
male,37
